"generator","generator_name","RESOURCEBID_SEQ","n_matches","pmax_mw","max_mw","mean_pct_err","mean_stop_offset","mean_restart_offset","mean_abs_stop_offset","mean_abs_restart_offset","score","confidence"
"HELMPG_7_UNIT 2","HELMS PUMP-GEN UNIT 2",681987,3,407,393,0.0343980343980344,0,356.666666666667,0,356.666666666667,2.8968058968059,0.348600508905852
"COCOPP_2_CTG1","Marsh Landing 1",524669,2,204.2,242,0.18511263467189,-0.5,540,0.5,540,1.62977473065622,0.348557692307692
"PGNP_2_RDRR02","PGNP_2_RDRR02",870082,1,30.59,41,0.340307289964041,0,300,0,300,0.65969271003596,0.346878097125867
"POEPH_7_UNIT 1","POE HYDRO UNIT 1",277710,2,68,61,0.102941176470588,1,52689.5,1,52689.5,1.79411764705882,0.337704918032787
"BGSKYN_2_ASSR3B","Antelope Solar 3B",766252,3,5,5,0,-0.666666666666667,364.666666666667,0.666666666666667,364.666666666667,3,0.333333333333333
"WESTPT_2_UNIT","West Point Hydro Plant",160896,1,14,3,0.785714285714286,0,540,0,540,0.214285714285714,0.333333333333333
"ESCNDO_6_EB1BT1","Escondido BESS 1",647222,1,10,5.9,0.41,0,120,0,120,0.59,0.322033898305085
"DSRTSN_2_DS2BX2","Desert Sunlight PV II Storage 2",296736,2,230,165.9,0.278695652173913,1,962,1,962,1.44260869565217,0.321880650994575
"INTMNT_3_PASADENA","Intermountain Power Project",195432,2,107,136,0.271028037383178,0,420,0,420,1.45794392523365,0.320512820512821
"TOWNSITE_2_MEADDYN","Townsite Solar BESS",530129,4,180,176,0.0222222222222222,0,129,0,129,3.91111111111111,0.318181818181818
"CASCES_6_CESBT1","Cascade Energy Storage",591854,14,25,26.65,0.0659999999999999,-0.214285714285714,446.571428571429,0.214285714285714,446.571428571429,13.076,0.311716121137963
"HELMPG_7_UNIT 3","HELMS PUMP-GEN UNIT 3",473916,2,404,290,0.282178217821782,0,1170,0,1170,1.43564356435644,0.310344827586207
"SISPRG_2_DS3SR1","Daggett Solar 3 a PV",152145,77,123,105,0.146341463414634,0,0,0,0,65.7317073170732,0.307359307359307
"ALMASL_2_GS7SR7","Almasol Generating Station 7",634503,1,132,108,0.181818181818182,0,155,0,155,0.818181818181818,0.305555555555556
"TOPAZ_2_SOLAR","Topaz Solar Farms",192081,3,550,375,0.318181818181818,-1,660,1,660,2.04545454545455,0.301333333333333
"MCFLND_5_MBSBX2","McFarland Solar B Hybrid",498881,2,300,301,0.00333333333333333,0,352.5,0,352.5,1.99333333333333,0.301003344481605
"IVWEST_2_SOLAR1","Imperial Valley West ( Q # 608)",170587,3,150,133,0.113333333333333,-1,125,1,125,2.66,0.300751879699248
"COCOPP_2_CTG4","Marsh Landing 4",977347,2,204.29,190,0.0699495814773116,0,298.5,0,298.5,1.86010083704538,0.296947368421053
"DRACKR_2_DSUBT3","Dracker Solar Unit 3 BESS",701361,2,115,102,0.11304347826087,1,584,1,584,1.77391304347826,0.295098039215686
"LAROA2_2_UNITA1","LR2",203395,2,322,275,0.145962732919255,-1,180,1,180,1.70807453416149,0.294545454545455
"BGSKYN_2_ASSR1B","Antelope Solar 1B",603185,10,17,17,0,-0.8,197.7,0.8,197.7,10,0.294117647058824
"MAGNLA_6_PASADENA","Magnolia Power Plant - PASADENA",993409,1,18,17,0.0555555555555556,0,181,0,181,0.944444444444444,0.294117647058823
"MSTANG_2_MTGBT1","Mustang 1 BESS",844979,6,75,75.01,0.000133333333333402,0,20.1666666666667,0,20.1666666666667,5.9992,0.292127839267458
"SLRMS3_2_SRMSR1","SILVER RIDGE MOUNT SIGNAL 3",107681,11,250,223.6,0.1056,0,13.8181818181818,0,13.8181818181818,9.8384,0.28850219547894
"MRLSDS_6_SOLAR1","Morelos Solar",819306,4,15,20,0.333333333333333,0.25,14.25,1.75,14.25,2.66666666666667,0.2875
"VICPAS_2_SOCSR2","Sol Catcher BESS PV2",199925,38,93.5,100,0.0695187165775401,0,61.6052631578947,0,61.6052631578947,35.3582887700535,0.287356321839081
"RECTOR_2_KAWH 1","KAWEAH PH 1 UNIT 1",904345,1,2.25,3,0.333333333333333,0,1,0,1,0.666666666666667,0.286666666666667
"SANWD_1_QF","San Gorgonio Farms Wind Farm",806408,2,31,28,0.0967741935483871,0,1050,0,1050,1.80645161290323,0.285714285714286
"CABALO_2_M2WSR2","Mustang 2 Whirlaway Solar",131041,3,100,93,0.07,-0.333333333333333,234.333333333333,0.333333333333333,234.333333333333,2.79,0.283154121863799
"CAMCHE_1_PL1X3","CAMANCHE UNITS  1, 2 &  3 AGGREGATE",197582,3,9.99,4.18,0.581581581581582,0,12340.6666666667,0,12340.6666666667,1.25525525525526,0.282296650717703
"MARVEL_2_MARBT3","Marvel 2",193810,3,75,81,0.0805764611689352,1,682.666666666667,1,682.666666666667,2.75827061649319,0.276069060805555
"OTMESA_2_PL1X3","OTAY MESA ENERGY CENTER",590458,2,603.68,625,0.0353167240922344,-0.5,794.5,0.5,794.5,1.92936655181553,0.27536231884058
"EDWARD_2_ES2BT3","EdSan 2",108122,3,151,200,0.324503311258278,1,360,1,360,2.02649006622517,0.274509803921569
"BLKDIA_2_BDEBT1","Black Diamond Energy Storage",199228,2,200,175,0.125,0,60,0,60,1.75,0.271428571428571
"HELMPG_7_UNIT 1","HELMS PUMP-GEN UNIT 1",891900,2,407,473,0.162162162162162,-0.5,3536.5,0.5,3536.5,1.67567567567568,0.269794721407625
"SYCAMR_2_UNIT 3","Sycamore Cogeneration Unit 3",761564,2,74,56,0.243243243243243,0,7621,0,7621,1.51351351351351,0.267857142857143
"BIGSKY_2_SOLAR1","Antelope Big Sky Ranch",217748,2,20,19.12,0.0439999999999999,-0.5,31,0.5,31,1.912,0.267782426778243
"SBERDO_2_PSP4","Mountainview Gen Sta. Unit 4",769353,2,555,450,0.189189189189189,0,2010,0,2010,1.62162162162162,0.266666666666667
"DSRTSN_2_SOLAR2","Desert Sunlight 250",611852,1,250,150,0.4,0,129,0,129,0.6,0.266666666666667
"OBERON_5_O2SSR5","Oberon 2B Solar",576455,30,125,150,0.2,0,78.0333333333333,0,78.0333333333333,24,0.266666666666667
"MAGNLA_6_ANAHEIM","Magnolia Power Plant Anaheim",199573,1,109,109,0,0,0,0,0,1,0.26605504587156
"VALTNE_2_AVASR1","Valentine Solar",118279,2,100,100,0,0,552,0,552,2,0.26
"MIRLOM_2_TEMESC","MWD Temescal Hydroelectric Recovery Plan",847894,1,2.85,3,0.0526315789473684,-2,37821,2,37821,0.947368421052632,0.259259259259259
"BLACK_7_UNIT 2","JAMES B. BLACK 2",883285,12,84.1,84.1,0,0,80.9166666666667,0,80.9166666666667,12,0.258026159334126
"OROVIL_6_UNIT","Oroville Cogeneration, LP",175275,252,7.5,7.62,0.016,0,340.246031746032,0,340.246031746032,247.968,0.257699918269024
"KELSO_2_UNITS","Mariposa Energy",391808,1,198.03,168,0.151643690349947,-1,26965,1,26965,0.848356309650053,0.255952380952381
"RVSIDE_6_RERCU2","Riverside Energy Res. Ctr Unit 2",121961,4,48.5,48.5,0,0,12391,0,12391,4,0.252319587628866
"MCFLND_5_MFSSR1","McFarland Solar A PV",784426,50,200,200,0,0,2.4,0,2.4,50,0.25
"LTBERA_1_LB1SR1","Little Bear Solar 1",154578,33,40,40,0,-0.878787878787879,59.7575757575758,0.878787878787879,59.7575757575758,33,0.25
"LAPLMA_2_UNIT 4","LA PALOMA GENERATING PLANT, UNIT #4",482638,8,267,242,0.0936329588014981,1,592.5,1,592.5,7.25093632958801,0.25
"DRACKR_2_D4SR4B","Dracker Solar Unit 4B",420763,2,62.5,40,0.36,0,380,0,380,1.28,0.25
"DEXZEL_1_UNIT","Western Power and Steam Cogeneration",185773,1,20,20,0,0,1,0,1,1,0.25
"OLSEN_2_UNIT","OLSEN POWER PARTNERS",206568,2,5.5,0.44,0.92,0,2952.5,0,2952.5,0.16,0.25
"GATES_2_SOLAR","Gates Solar Station",262440,1,20,20.01,0.000500000000000078,0,1004,0,1004,0.9995,0.249624812406203
"PNCHPP_1_PL1X2","Midway Peaking Aggregate",308877,2,119.91,75,0.37453089817363,0,390.5,0,390.5,1.25093820365274,0.246666666666667
"OMAR_2_UNIT 2","KERN RIVER COGENERATION CO. UNIT 2",176779,2,75,100,0.333333333333333,0,6456,0,6456,1.33333333333333,0.24
"PNCHVS_2_SOLAR","Panoche Valley Solar",162314,1,140,131,0.0642857142857143,0,960,0,960,0.935714285714286,0.236641221374046
"BRDSLD_2_SHLO3A","Shiloh III Wind Project, LLC",142035,1,102.5,107,0.0439024390243902,0,494,0,494,0.95609756097561,0.23469387755102
"HIGHDS_2_H5SSR1","High 5 Solar",204700,2,100,110,0.1,-0.5,631.5,0.5,631.5,1.8,0.233333333333333
"SPAULD_6_UNIT 3","SPAULDING HYDRO PH 3 UNIT",885000,2,6.5,11.7,0.8,0.5,20761,0.5,20761,0.4,0.230769230769231
"SOLBLU_2_WSBBX2","Westlands Solar Blue BESS",530607,3,225,242,0.0755555555555556,0,357.666666666667,0,357.666666666667,2.77333333333333,0.230769230769231
"BEJNLS_5_BV2SCEDYN","Broadview 2",255016,1,167,220,0.317365269461078,-1,414,1,414,0.682634730538922,0.228070175438597
"HAASPH_7_PL1X2","HAAS PH UNIT 1 & 2 AGGREGATE",112948,3,144,113,0.215277777777778,0,507,0,507,2.35416666666667,0.227138643067847
"OAK L_1_GTG1","MWWTP PGS 2 - Turbine",256415,1,4.6,4.39,0.0456521739130435,0,120,0,120,0.954347826086957,0.218678815489749
"NGILAA_5_SDGDYN","NGILAA_5_SDGDYN",611344,3,57,61,0.0831472620946305,0.666666666666667,8560,0.666666666666667,8560,2.75055821371611,0.215470253971936
"ALTA4B_2_CPCW2","Alta Wind 2",561276,1,150,140,0.0666666666666667,-1,1176,1,1176,0.933333333333333,0.214285714285714
"VISTRA_5_DALBT4","Dallas Energy Storage 4",147278,2,100,127.5,0.275,-0.5,81,0.5,81,1.45,0.213793103448276
"BLVRDE_6_BLVBT1","Boulevard Energy Storage",223711,1,10,0.39,0.961,0,6120,0,6120,0.039,0.205128205128205
"SLATE_2_SLASR1","Slate",997249,9,50.5,50.5,0,0,178.555555555556,0,178.555555555556,9,0.204928492849285
"ELKHRN_1_EESX3","Elkhorn Energy Storage",417420,2,182.5,182.51,5.47945205478954e-05,-0.5,152.5,0.5,152.5,1.9998904109589,0.203791988602115
"SPAULD_6_UNIT12","SPAULDING HYDRO PH 1 & 2 AGGREGATE",212534,1,11.4,10.77,0.0552631578947369,0,1,0,1,0.944736842105263,0.203342618384401
"JOHANN_2_T1BBT1","Titanium 1 BESS",727309,2,1.4,1,0.285714285714286,0,660,0,660,1.42857142857143,0.2
"ALPSLR_1_NTHSLR","Alpaugh North, LLC",133003,1,20,35,0.75,-4,652,4,652,0.25,0.2
"RICHMN_1_CHVSR2","Chevron 8.5",279660,2,8.5,9.5,0.117647058823529,-0.5,453.5,0.5,453.5,1.76470588235294,0.2
"KNGBRD_2_SOLAR2","Kingbird Solar B",150919,4,20,20,0,-1,82.25,1,82.25,4,0.2
"DSRTSL_2_SOLAR1","Desert Stateline",723063,2,296.19,250,0.155947196056585,0,0,0,0,1.68810560788683,0.2
"PIT1_7_UNIT 1","PIT PH 1 UNIT 1",644274,1,32,22.5,0.296875,0,240,0,240,0.703125,0.2
"TENGEN_2_PL1X2","Placerita Canyon Cogen",512382,2,37.7,53.5,0.419098143236074,0,856,0,856,1.16180371352785,0.191780821917808
"SANDLT_2_SUNITS","Mojave Solar",292863,8,275,194,0.294545454545455,0.5,261.75,0.5,261.75,5.64363636363636,0.190721649484536
"VISTRA_5_DALBT2","Dallas Energy Storage 2",495559,1,100,100,0,-1,60,1,60,1,0.19
"WARNE_2_UNIT","WARNE HYDRO AGGREGATE",938239,1,76,88,0.157894736842105,1,55770,1,55770,0.842105263157895,0.1875
"HAYPRS_6_HAYHD1","Haypress Lower",636736,1,5.8,4.22,0.272413793103448,0,83,0,83,0.727586206896552,0.187203791469194
"SANDRN_2_SS2SR2","Sandrini Sol 2",182418,1,200,155,0.225,1,0,1,0,0.775,0.184838709677419
"SISPRG_2_DS3BT2","Daggett Solar 3 b BESS",917893,3,60,60,0,0,0,0,0,3,0.183333333333333
"PLMSSR_6_HISIER","High Sierra Cogeneration Aggregate",200351,2,6,6,0,0,83,0,83,2,0.1775
"CATLNA_2_SOLAR","Catalina Solar - Phases 1 and 2",143349,4,110,131,0.190909090909091,0,0,0,0,3.23636363636364,0.168539325842697
"CABALO_2_M2BSR1","Mustang 2 Barbaro Solar",178559,3,50,60,0.2,0,20,0,20,2.4,0.166666666666667
"ARVINN_6_ORION2","Orion 2 Solar",376549,2,8,10,0.25,0,507.5,0,507.5,1.5,0.166666666666667
"SENTNL_2_CTG7","Sentinel Unit 7",627030,1,106.73,60,0.43783378618945,5,366,5,366,0.56216621381055,0.166666666666667
"KERNRG_1_UNITS","South Belridge Cogen Facility",135013,1,55.2,46,0.166666666666667,0,12740,0,12740,0.833333333333333,0.165217391304348
"GEYS16_7_UNIT16","GEYSERS UNIT 16 (HEALDSBURG)",119697,1,63,65,0.0317460317460317,0,5761,0,5761,0.968253968253968,0.163934426229508
"MDFKRL_2_PROJCT","MIDDLE FORK AND RALSTON PSP",364853,1,210,242,0.152380952380952,0,330,0,330,0.847619047619048,0.162921348314607
"NAVYII_2_UNITS","COSO POWER DEVELOPER (NAVY II) AGGREGATE",624302,1,90,100,0.111111111111111,0,241,0,241,0.888888888888889,0.15625
"PNOCHE_1_UNITA1","CalPeak Power Panoche Unit 1",166473,4,52.3,75,0.434034416826004,0,1270,0,1270,2.26386233269598,0.155405405405405
"MCFLND_5_MSBSX2","McFarland Solar B PV",111626,15,300,305,0.0166666666666667,0,668.066666666667,0,668.066666666667,14.75,0.154802259887005
"SCHLTE_1_PL1X3","Tracy Combined Cycle Power Plant",530568,2,336.04,400,0.190334483990001,0,711,0,711,1.61933103202,0.154660394001764
"CRIMSN_2_CRMBT1","Crimson",164836,7,200,204,0.02,-0.571428571428571,614.285714285714,1.42857142857143,614.285714285714,6.86,0.154154518950437
"TRNQLT_2_RETBT1","RE Tranquillity BESS",670696,3,72,78,0.0833333333333333,0,4006,0,4006,2.75,0.154090909090909
"OTAY_6_ECVBT1","EnerSmart Chula Vista 1",151937,5,3,0.92,0.693333333333333,0,1284.4,0,1284.4,1.53333333333333,0.152173913043478
"LAPLMA_2_UNIT 1","La Paloma Generating Plant Unit #1",173114,2,267,224,0.161048689138577,1,68460,1,68460,1.67790262172285,0.151785714285714
"BUCKWD_1_QF","Buckwind Re-powering project",301986,1,16.5,16.5,0,0,0,0,0,1,0.151515151515151
"SPBURN_2_UNIT 1","Burney Biomass",759770,1,22,24,0.0909090909090909,0,660,0,660,0.909090909090909,0.15
"HINSON_6_LBECH3","Long Beach Unit 3",860525,1,63,60,0.0476190476190476,1,7941,1,7941,0.952380952380952,0.15
"STANTN_2_STAGT2","Stanton 2",164708,1,49.65,41,0.174219536757301,0,301,0,301,0.825780463242699,0.146341463414634
"SLATE_2_SLASR4","SLATE_4",288336,7,63,67.5,0.0714285714285714,0,42.8571428571429,0,42.8571428571429,6.5,0.145299145299145
"GATEWY_2_GESBT1","Gateway Energy Storage",110776,3,250,266,0.064,1,644,1,644,2.808,0.145299145299145
"WILLMS_6_ARBBM1","Abel Road Bioenergy",368055,6,3,3.43,0.143333333333333,1.66666666666667,151.666666666667,1.66666666666667,151.666666666667,5.14,0.143968871595331
"BEARMT_1_UNIT","Bear Mountain Limited",118390,1,49.21,49,0.00426742532005692,1,2880,1,2880,0.995732574679943,0.142857142857143
"CORCAN_1_SOLAR2","Corcoran City",136331,1,11,1.15,0.895454545454545,0,840,0,840,0.104545454545455,0.13913043478261
"JAWBNE_2_SRWWD2","Sky River Wind Repower B",654441,1,30.2,29,0.0397350993377483,0,0,0,0,0.960264900662252,0.137931034482759
"AKINGS_6_AMESR1","American Kings Solar",203679,3,123,130,0.0569105691056911,0,9790.33333333333,0,9790.33333333333,2.82926829268293,0.137931034482759
"MARTIN_1_SUNSET","Sunset Reservoir - North Basin",106825,1,4.5,4.6,0.0222222222222221,0,720,0,720,0.977777777777778,0.134090909090909
"PIT1_7_UNIT 2","PIT PH 1 UNIT 2",184537,1,32,34,0.0625,0,80100,0,80100,0.9375,0.133333333333333
"DSRTSN_2_SOLAR1","Desert Sunlight 300",525717,1,300,288,0.04,-2,2360,2,2360,0.96,0.131944444444444
"METEC_2_PL1X3","Metcalf Energy Center",178180,1,597.05,625,0.0468134997068923,0,1620,0,1620,0.953186500293108,0.131787032156036
"FMEADO_7_UNIT","FRENCH MEADOWS HYDRO",110282,1,16,16,0,0,39523,0,39523,1,0.125
"POTTER_7_VECINO","Vecino Vineyards LLC",672940,1,1.25,1.27,0.016,0,135,0,135,0.984,0.121951219512195
"SANBRN_2_SS2BT3","Sanborn Solar 2 SBESS 3",871298,3,169,158.4,0.0627218934911242,0,140,0,140,2.81183431952663,0.120370370370371
"CNTNLA_2_SOLAR2","Centinels Solar Energy 2",180457,6,45.6,40,0.12280701754386,0,54.5,0,54.5,5.26315789473684,0.12
"VICTOR_1_SOLAR1","Victor Phelan Solar One",482688,2,17.5,17,0.0285714285714286,0,0,0,0,1.94285714285714,0.117647058823529
"CONTRL_1_CASAD3","Mammoth G3",261146,1,14,13.6,0.0285714285714286,-5,180,5,180,0.971428571428571,0.117647058823529
"INYOKN_1_IKSSR2","Inyokern Solar 1281",779880,34,11.9,11,0.0756302521008404,0,0,0,0,31.4285714285714,0.116577540106952
"GILRPP_1_PL3X4","GILROY ENERGY CENTER, UNIT #3",429981,2,46.2,53,0.147186147186147,0,3952.5,0,3952.5,1.70562770562771,0.111675126903553
"MSOLAR_2_SOLAR1","Mesquite Solar 1",477057,8,165,200,0.212121212121212,0,45,0,45,6.3030303030303,0.111538461538461
"RTEDDY_2_SC1SR3","Rosamond West Solar Clean",922006,18,40,40,0,0,58.1111111111111,0,58.1111111111111,18,0.111111111111111
"VISTRA_5_PLABT1","Plano Storage 1",173967,9,100.4,100,0.00398406374501998,0,1206.66666666667,0,1206.66666666667,8.96414342629482,0.111111111111111
"KIRKER_7_KELCYN","KELLER CANYON LANDFILL GEN FACILICITY",135714,1,3.56,3.61,0.0140449438202247,1,4395,1,4395,0.985955056179775,0.111111111111111
"BARRE_6_PEAKER","Barre Peaker",134075,2,49,56,0.142857142857143,1,1920,1,1920,1.71428571428571,0.107142857142857
"CLINESCO_3_WBDYN","CLINES CORNERS B",199332,1,194.28,200,0.0294420424130121,0,3240,0,3240,0.970557957586988,0.106067034365719
"DISCOV_1_CHEVRN","CHEVRON USA (EASTRIDGE)",623125,1,48.8,50,0.0245901639344263,0,441,0,441,0.975409836065574,0.105042016806723
"BELDEN_7_UNIT 1","BELDEN HYDRO",479608,3,119,150,0.260504201680672,0,853.333333333333,0,853.333333333333,2.21848739495798,0.102272727272727
"VOLTA_6_BAILCK","Bailey Creek Ranch",338295,1,0.63,0.49,0.222222222222222,0,5040,0,5040,0.777777777777778,0.102040816326531
"SANBRN_2_ES2SB3","EdSan 2 Sanborn 3",199482,2,42,25,0.404761904761905,1.5,301.5,1.5,301.5,1.19047619047619,0.1
"YELPIN_2_YP2BT2","Yellow Pine 2 A BESS",174744,1,53,55,0.0377358490566038,1,7357,1,7357,0.962264150943396,0.0980392156862745
"ESCNDO_6_UNITB1","CalPeak Power Enterprise Unit 1",279238,2,48.04,40,0.167360532889259,0,849.5,0,849.5,1.66527893422148,0.0980000000000002
"POLRIS_2_ASESR1","Antelope Solar 2 Estrella",133547,41,56,56,0,-0.146341463414634,55.5853658536585,0.146341463414634,55.5853658536585,41,0.0975609756097561
"ELSEGN_2_UN1011","El Segundo Energy Center 5/6",951615,1,274.31,275,0.0025154022820896,0,240,0,240,0.99748459771791,0.0964110810613259
"BRDSLD_2_SHILO2","SHILOH WIND PROJECT 2",113005,1,150,155.1,0.034,0,22508,0,22508,0.966,0.0959282263630091
"TKOPWR_6_HYDRO","Bear Creek Hydroelectric Project",110775,1,2.83,2.73,0.0353356890459364,0,41,0,41,0.964664310954064,0.0952380952380952
"NORORC_2_NOSBX2","Northern Orchard Solar",340775,1,150,105,0.3,0,46500,0,46500,0.7,0.0952380952380952
"LOTUS_6_LSFSR1","Lotus Solar Farm",736984,6,50,54,0.08,-0.5,130.333333333333,0.5,130.333333333333,5.52,0.0942028985507247
"CENTPD_2_BMSX2","Blythe Mesa Solar 2 BESS",331013,9,112,100,0.107142857142857,0,246.111111111111,0,246.111111111111,8.03571428571429,0.0933333333333335
"REDOND_7_UNIT 8","REDONDO GEN STA. UNIT 8",117971,1,480,508,0.0583333333333333,0,3243,0,3243,0.941666666666667,0.0929203539823009
"GOOSLK_1_SOLAR1","Goose Lake",982861,1,12,13,0.0833333333333333,0,25646,0,25646,0.916666666666667,0.0909090909090908
"CENTRY_6_PL1X4","CENTURY GENERATING PLANT (AGGREGATE)",374311,1,41.4,40,0.0338164251207729,-1,7020,1,7020,0.966183574879227,0.0905000000000002
"CRELMN_6_AABBT1","Air Attack Base",186633,1,0.47,0.45,0.0425531914893616,0,1168,0,1168,0.957446808510638,0.0888888888888889
"REDOND_7_UNIT 6","REDONDO GEN STA. UNIT 6",765103,1,174.29,175,0.00407367031958235,1,5058,1,5058,0.995926329680418,0.0864154856550293
"WSTWND_2_M90WD2","Mojave 90",195664,1,64.82,70,0.0799136069114472,0,2531,0,2531,0.920086393088553,0.0838363514419853
"ARVINN_6_ORION1","Orion 1 Solar",799732,2,12,12,0,0,330,0,330,2,0.0833333333333334
"BLM W_2_COSBT1","Coso Battery Storage",267185,1,60,60,0,0,840,0,840,1,0.0833333333333334
"HOOVER_2_SCEPT","Hoover DAM - SCE Share",228662,1,287,300,0.0452961672473868,0,1021,0,1021,0.954703832752613,0.0802919708029197
"REXFRD_2_RSFBX2","Rexford Solar Farm BESS",334381,5,240,150,0.375,0,108.2,0,108.2,3.125,0.08
"CMBLND_2_DS2SR2","Daggett 2 b PV",418080,2,65,65,0,0,330,0,330,2,0.0769230769230769
"BASICE_2_UNITS","King City Cogen",455119,2,120,119,0.00833333333333333,0,150,0,150,1.98333333333333,0.0756302521008404
"RCKCRK_7_UNIT 1","ROCK CREEK HYDRO UNIT 1",563888,1,57,60,0.0526315789473684,0,3589,0,3589,0.947368421052632,0.0740740740740741
"MNDOTA_1_SOLAR1","North Star Solar 1",148758,14,60,50,0.166666666666667,-0.571428571428571,142.642857142857,0.571428571428571,142.642857142857,11.6666666666667,0.0714285714285715
"RUSCTY_2_UNITS","Russell City Energy Center",174549,3,615.18,430,0.301017588348126,-0.666666666666667,466.666666666667,0.666666666666667,466.666666666667,2.09694723495562,0.0697674418604651
"PROXSR_2_PS2BT3","Proxima Solar BESS 2",428559,2,90,90,0,0,345,0,345,2,0.0666666666666667
"CHINO_2_PESBT1","Pomona Energy Storage 2",262439,1,20,18,0.1,0,480,0,480,0.9,0.0666666666666667
"MNDALY_6_MCGRTH","McGrath Beach Peaker",152042,1,48.56,50,0.029654036243822,0,359,0,359,0.970345963756178,0.0636672325976232
"VESTAL_2_BTNBT1","Bottleneck Energy Storage",255706,1,80,80,0,0,390,0,390,1,0.0625
"GRIZLY_1_UNIT 1","GRIZZLY HYDRO",198858,1,20,16,0.2,0,195,0,195,0.8,0.0625
"PALOMR_2_PL1X3","Palomar Energy Center",876041,1,588.21,565,0.0394586967239592,-1,29550,1,29550,0.960541303276041,0.0619469026548672
"WADHAM_6_UNIT","Wadham Energy LP",839810,1,29.07,26.61,0.0846233230134159,-1,3900,1,3900,0.915376676986584,0.0605035700864336
"INDIGO_1_UNIT 2","INDIGO PEAKER UNIT 2",777334,1,45.3,50,0.103752759381899,1,28801,1,28801,0.896247240618101,0.0591133004926108
"SUNRIS_2_PL1X3","Sunrise Power Project AGGREGATE II",172074,1,586.02,586,3.41285280365547e-05,0,120,0,120,0.999965871471963,0.0579522184300342
"SLUISP_2_UNITS","SAN LUIS (GIANELLI) PUMP-GEN (AGGREGATE)",286209,1,374.43,378,0.00953449242849129,0,900,0,900,0.990465507571509,0.0562476406191016
"NORCNV_1_NCVBT1","North Central Valley",314410,1,132,132,0,0,60,0,60,1,0.053030303030303
"RTEDDY_2_SEBSR4","Rosamond West Solar East Bay 4",115494,19,56,56,0,0,93.4736842105263,0,93.4736842105263,19,0.0526315789473685
"UNVRSY_1_UNIT 1","Berry Cogen 38 - Unit 1",723238,1,38,38,0,0,1,0,1,1,0.0526315789473684
"PHOENX_1_UNIT","PHOENIX PH",462662,2,2,2,0,0,369.5,0,369.5,2,0.05
"COLTON_6_AGUAM1","AGUA MANSA UNIT 1 (CITY OF COLTON)",328642,1,43,46,0.0697674418604651,1,28860,1,28860,0.930232558139535,0.0499999999999999
"INDIGO_1_UNIT 3","INDIGO PEAKER UNIT 3",403796,1,45.3,62,0.368653421633554,0,1200,0,1200,0.631346578366446,0.0489510489510488
"DEVERS_1_SOLAR1","SEPV8",186631,1,12,13.5,0.125,0,0,0,0,0.875,0.0476190476190476
"HNTGBH_2_PL1X3","Huntington Beach Energy",281995,1,673.8,700,0.0388839418224993,0,30721,0,30721,0.961116058177501,0.0457072266831376
"PIT3_7_PL1X3","PIT PH 3 UNITS 1, 2 & 3 AGGREGATE",204333,1,70.6,71.9,0.0184135977337112,0,402,0,402,0.981586402266289,0.0447330447330447
"GEYS14_7_UNIT14","GEYSERS UNIT 14 (HEALDSBURG)",911243,1,70,48,0.314285714285714,1,43320,1,43320,0.685714285714286,0.0416666666666666
"KRAMER_1_R2PX2","Resurgence 2 PV",973878,53,48,50,0.0416666666666667,0,7.92452830188679,0,7.92452830188679,50.7916666666667,0.0377358490566039
"TBLMTN_6_QF","SMALL QF AGGREGATION - PARADISE",181331,1,1.7,1.76,0.0352941176470589,0,555,0,555,0.964705882352941,0.0365853658536587
"GLNARM_7_UNIT 1","GLEN ARM UNIT 1",517313,1,22.13,23.66,0.0691369182105739,0,120,0,120,0.930863081789426,0.0364077669902911
"GUERNS_6_VH2BM1","Hanford Digester Genset 2",725123,22,1,0.84,0.16,0,2126.40909090909,0,2126.40909090909,18.48,0.0357142857142857
"MALAGA_1_PL1X2","Malaga Power Aggregate",345990,1,96.61,96.61,0,0,NA,0,NA,1,0.0350895352447986
"USWPJR_2_UNITS","Vasco Wind",145433,1,78.2,75,0.040920716112532,4,2400,4,2400,0.959079283887468,0.0346666666666666
"RECTOR_2_TFDBM1","Two Fiets Dairy Digester",211635,6,0.8,0.91,0.1375,0,350,0,350,5.175,0.0338164251207731
"SANBRN_2_ES1BT3","EdSan 1 Edwards 1",121745,2,50.43,75,0.48720999405116,0,765,0,765,1.02558001189768,0.0332559938128383
"YELPIN_2_YP2BT3","Yellow Pine 2 B BESS",583036,1,32,32,0,0,50,0,50,1,0.03125
"SCARLT_2_SS2BT1","Scarlet Solar 2 BESS",679882,1,150,171,0.14,0,1260,0,1260,0.86,0.0310077519379844
"COLPIN_6_COLLNS","Collins Pine",102551,1,3.3,0.99,0.7,0,3960,0,3960,0.3,0.0303030303030305
"REDOND_7_UNIT 5","REDONDO GEN STA. UNIT 5",127137,1,178.87,166,0.0719516967630123,3,361,3,361,0.928048303236988,0.0301204819277108
"INTMNT_3_ANAHEIM","Intermountain Power Project",791910,1,234,235,0.00427350427350427,0,0,0,0,0.995726495726496,0.0300429184549357
"NCPA_7_GP1UN1","NCPA GEO PLANT 1 UNIT 1",186225,1,38.85,38.85,0,0,538741,0,538741,1,0.0296010296010296
"SCARLT_2_SSASR1","Scarlet Solar CA 1A PV",278131,17,100,100,0,0,1132,0,1132,17,0.0294117647058824
